"current_seed","Nsamp","nullpi","poisthin","pi0hat_ols","pi0hat_biash_ols","pi0hat_biash_voom","pi0hat_ols_ash","pi0hat_succotash","pi0hat_cate_rr","pi0hat_sva_ols","pi0hat_ruvash","pi0hat_cate_nc","pi0hat_ruv2","pi0hat_ruv4"
29,5,0.5,TRUE,0.349668647912804,0.493208272191154,0.521787109903899,0.213858721622568,0.54234424958149,0.343699814342548,0.539360213598152,0.626498402794132,0.341489098587932,0.428227876555248,0.484165760030455
30,5,0.5,TRUE,0.931250518315523,0.585240667131294,0.572058331890725,0.655753782530421,0.567403925290855,0.649327893531797,0.781796526157751,0.651292074651073,0.56512582284277,0.780460676694517,0.866382406675074
31,5,0.5,TRUE,0.690755876066133,0.494094516575014,0.487697134686391,0.488462770744931,0.528378741661843,0.498001900700369,0.443664004745322,0.632088738258025,0.395081570786938,0.496223455608455,0.572479709480085
32,5,0.5,TRUE,1,0.688187408713426,0.60547240512758,0.775782700630418,0.557619812700489,0.460759801829864,0.672695811101075,0.645033832074496,0.69770552451146,0.626799730572012,0.637561361712805
33,5,0.5,TRUE,0.703893653979664,0.578672141627192,0.533070674103159,0.417703034853322,0.553382041341843,0.387927393689332,0.411958496936689,0.707192115600636,0.34234172581023,0.914603709105065,0.427475910163339
34,5,0.5,TRUE,0.552984584036674,0.467543938265636,0.469601209997349,0.394740451087766,0.492496679293112,0.411314074615077,0.5796814650206,0.568999234961692,0.487868949568445,0.657946166003038,0.468933196389658
35,5,0.5,TRUE,0.67698288942929,0.528618870724703,0.522111994921797,0.438921286770234,0.526738327689056,0.496986090438453,0.616966363640038,0.631423353132641,0.641459507429981,0.5786320245725,0.768616950542289
36,5,0.5,TRUE,0.654066791666322,0.521094646864453,0.49125562315795,0.392503911842854,0.428361689601992,0.282213080492764,0.401150561243691,0.632469217922027,0.297619557835154,0.448095340510907,0.42162478880553
37,5,0.5,TRUE,0.850550273266653,0.53889288812042,0.485809755347718,0.637394441704221,0.564115192090648,0.570401548860262,0.664612794523263,0.655267131029701,0.478622638624358,0.767471336068777,0.718716729381528
38,5,0.5,TRUE,0.53013428025959,0.572270827135445,0.53756813615875,0.248331209816942,0.557009823040055,0.531302175613074,0.546155082073774,0.708518316170865,0.482737210131656,0.609976763357242,0.524765422168975
39,5,0.5,TRUE,0.675221731263626,0.450445190922168,0.468479815594012,0.342050680726409,0.465028072522947,0.435891956750682,0.554203358350834,0.685916585849436,0.499245011869961,0.607726078531819,0.589543682617242
