"current_seed","Nsamp","nullpi","poisthin","auc_ols","auc_biash_ols","auc_biash_voom","auc_ols_ash","auc_succotash","auc_cate_rr","auc_sva_ols","auc_ruvash","auc_cate_nc","auc_ruv2","auc_ruv4"
17,20,0.9,TRUE,0.79,0.918688888888889,0.923911111111111,0.918177777777778,0.930488888888889,0.875,0.855,0.930644444444444,0.88,0.86,0.865
18,20,0.9,TRUE,0.726177777777778,0.763022222222222,0.879022222222222,0.712022222222222,0.8956,0.887544444444444,0.843855555555556,0.8972,0.886477777777778,0.875633333333333,0.885766666666667
19,20,0.9,TRUE,0.7202,0.7392,0.8566,0.7244,0.902955555555556,0.880722222222222,0.864311111111111,0.9024,0.865,0.858144444444444,0.856177777777778
20,20,0.9,TRUE,0.78,0.9132,0.912044444444444,0.912422222222222,0.929511111111111,0.929388888888889,0.896066666666667,0.929266666666667,0.9378,0.892455555555556,0.9354
21,20,0.9,TRUE,0.858288888888889,0.8664,0.859777777777778,0.865377777777778,0.918066666666667,0.905311111111111,0.904788888888889,0.919333333333333,0.910188888888889,0.906811111111111,0.907422222222222
22,20,0.9,TRUE,0.837177777777778,0.8646,0.8702,0.864444444444444,0.905177777777778,0.901144444444444,0.896133333333333,0.903377777777778,0.900244444444444,0.900511111111111,0.894688888888889
23,20,0.9,TRUE,0.74,0.918133333333333,0.931755555555556,0.917133333333333,0.929311111111111,0.9144,0.909822222222222,0.930933333333333,0.917411111111111,0.9122,0.912
24,20,0.9,TRUE,0.682644444444444,0.692666666666667,0.914644444444444,0.6734,0.941711111111111,0.909222222222222,0.829033333333333,0.942177777777778,0.9076,0.844477777777778,0.849488888888889
25,20,0.9,TRUE,0.844133333333333,0.850533333333333,0.880866666666667,0.847022222222222,0.919022222222222,0.9011,0.903866666666667,0.918177777777778,0.912444444444444,0.908911111111111,0.899411111111111
26,20,0.9,TRUE,0.77,0.929066666666667,0.928244444444444,0.928644444444444,0.944666666666667,0.892544444444444,0.896822222222222,0.944333333333333,0.899,0.907355555555556,0.894666666666667
27,20,0.9,TRUE,0.795,0.899511111111111,0.906711111111111,0.898933333333333,0.910288888888889,0.901488888888889,0.898022222222222,0.907533333333333,0.910322222222222,0.903322222222222,0.892355555555556
28,20,0.9,TRUE,0.774344444444445,0.870733333333333,0.888577777777778,0.870622222222222,0.888066666666667,0.851888888888889,0.850688888888889,0.890044444444444,0.861444444444444,0.864444444444444,0.855466666666667
29,20,0.9,TRUE,0.829611111111111,0.866444444444444,0.899377777777778,0.846333333333333,0.9644,0.934888888888889,0.921355555555556,0.964155555555556,0.947844444444444,0.922633333333333,0.937088888888889
30,20,0.9,TRUE,0.78,0.901133333333333,0.9008,0.9004,0.902955555555556,0.898911111111111,0.903422222222222,0.902844444444444,0.892955555555556,0.903444444444444,0.9059
31,20,0.9,TRUE,0.765,0.920288888888889,0.928311111111111,0.919466666666667,0.939222222222222,0.914133333333333,0.917266666666667,0.937333333333333,0.912911111111111,0.909155555555556,0.910711111111111
32,20,0.9,TRUE,0.832288888888889,0.842711111111111,0.901377777777778,0.826888888888889,0.905511111111111,0.893733333333333,0.886955555555555,0.904844444444444,0.906733333333333,0.856822222222222,0.900733333333333
33,20,0.9,TRUE,0.7369,0.765488888888889,0.874911111111111,0.740155555555556,0.915933333333333,0.864244444444444,0.849266666666667,0.916377777777778,0.866133333333333,0.855377777777778,0.863733333333333
34,20,0.9,TRUE,0.759355555555556,0.890688888888889,0.881533333333333,0.891044444444444,0.916688888888889,0.871,0.866666666666667,0.917466666666667,0.887933333333333,0.837488888888889,0.867488888888889
35,20,0.9,TRUE,0.785,0.887177777777778,0.918955555555556,0.887266666666667,0.924844444444444,0.918077777777778,0.918588888888889,0.923066666666667,0.919833333333333,0.909,0.910222222222222
36,20,0.9,TRUE,0.863088888888889,0.903955555555556,0.9262,0.904288888888889,0.949044444444444,0.932522222222222,0.919311111111111,0.948977777777778,0.934888888888889,0.904588888888889,0.923911111111111
37,20,0.9,TRUE,0.735,0.906466666666667,0.906511111111111,0.906066666666667,0.938977777777778,0.907333333333333,0.862311111111111,0.939866666666667,0.881722222222222,0.853733333333333,0.858177777777778
38,20,0.9,TRUE,0.853622222222222,0.855222222222222,0.860222222222222,0.849111111111111,0.910666666666667,0.907866666666667,0.902733333333333,0.908266666666667,0.891955555555556,0.883622222222222,0.886155555555556
39,20,0.9,TRUE,0.854577777777778,0.892022222222222,0.927533333333333,0.889866666666667,0.946866666666667,0.899333333333333,0.87,0.946355555555556,0.9,0.875,0.885
40,20,0.9,TRUE,0.666811111111111,0.7038,0.820444444444444,0.661111111111111,0.895044444444444,0.851411111111111,0.792911111111111,0.892133333333333,0.872922222222222,0.868688888888889,0.8607
41,20,0.9,TRUE,0.674277777777778,0.863977777777778,0.874488888888889,0.863777777777778,0.879644444444444,0.8151,0.814611111111111,0.875,0.831644444444444,0.8001,0.808544444444444
42,20,0.9,TRUE,0.755377777777778,0.853733333333333,0.9136,0.853222222222222,0.916488888888889,0.888844444444444,0.8472,0.916555555555556,0.873011111111111,0.852155555555556,0.866933333333333
43,20,0.9,TRUE,0.767477777777778,0.772777777777778,0.8024,0.777577777777778,0.899355555555556,0.884111111111111,0.870644444444444,0.897866666666667,0.899944444444444,0.888033333333333,0.8854
44,20,0.9,TRUE,0.788955555555556,0.817955555555556,0.83,0.822666666666667,0.880866666666667,0.864666666666667,0.865422222222222,0.882066666666667,0.861666666666667,0.867011111111111,0.8699
45,20,0.9,TRUE,0.775933333333333,0.823044444444444,0.9044,0.802444444444444,0.911533333333333,0.878988888888889,0.883266666666667,0.9114,0.877111111111111,0.875333333333333,0.875777777777778
46,20,0.9,TRUE,0.715,0.8982,0.889422222222222,0.897044444444444,0.908511111111111,0.881222222222222,0.876111111111111,0.909288888888889,0.881311111111111,0.894655555555556,0.890533333333333
47,20,0.9,TRUE,0.807044444444444,0.901666666666667,0.889666666666667,0.901422222222222,0.949377777777778,0.926,0.894355555555556,0.948133333333333,0.923477777777778,0.899555555555556,0.923477777777778
48,20,0.9,TRUE,0.738111111111111,0.861422222222222,0.901133333333333,0.860555555555556,0.896266666666667,0.8882,0.887044444444444,0.899933333333333,0.893088888888889,0.895666666666667,0.894
49,20,0.9,TRUE,0.810355555555556,0.841866666666667,0.908511111111111,0.820733333333333,0.9364,0.869666666666667,0.805,0.935488888888889,0.865,0.815,0.85
50,20,0.9,TRUE,0.826,0.8484,0.881822222222222,0.8456,0.8904,0.878333333333333,0.8739,0.889288888888889,0.881388888888889,0.876022222222222,0.872066666666667
51,20,0.9,TRUE,0.754455555555556,0.935755555555556,0.931133333333333,0.935044444444444,0.963311111111111,0.933466666666667,0.889444444444444,0.963666666666667,0.936,0.8986,0.9122
52,20,0.9,TRUE,0.804222222222222,0.7894,0.897533333333333,0.780155555555556,0.945222222222222,0.941955555555556,0.941844444444444,0.945377777777778,0.944366666666667,0.885,0.934344444444444
53,20,0.9,TRUE,0.73,0.892155555555556,0.889733333333333,0.890377777777778,0.932022222222222,0.885333333333333,0.854677777777778,0.931688888888889,0.873822222222222,0.86,0.865
54,20,0.9,TRUE,0.811244444444444,0.8674,0.882288888888889,0.867111111111111,0.885733333333333,0.845455555555556,0.848244444444444,0.886222222222222,0.847577777777778,0.8524,0.852222222222222
55,20,0.9,TRUE,0.77,0.913022222222222,0.919355555555555,0.913533333333333,0.941222222222222,0.903888888888889,0.855,0.941311111111111,0.919877777777778,0.85,0.904388888888889
56,20,0.9,TRUE,0.78,0.887644444444444,0.887888888888889,0.886488888888889,0.911711111111111,0.894444444444444,0.869511111111111,0.909311111111111,0.901588888888889,0.857511111111111,0.885633333333333
57,20,0.9,TRUE,0.7538,0.7644,0.935466666666667,0.741711111111111,0.944422222222222,0.947666666666667,0.846266666666667,0.941666666666667,0.942111111111111,0.8847,0.9456
58,20,0.9,TRUE,0.831244444444444,0.875933333333333,0.891066666666667,0.875244444444444,0.930222222222222,0.9154,0.913266666666667,0.931688888888889,0.919477777777778,0.915466666666667,0.914577777777778
59,20,0.9,TRUE,0.789488888888889,0.808244444444444,0.9112,0.803244444444444,0.951933333333333,0.949222222222222,0.948344444444444,0.950422222222222,0.9506,0.944055555555556,0.947644444444444
60,20,0.9,TRUE,0.76,0.871288888888889,0.871355555555556,0.870866666666667,0.885511111111111,0.848555555555556,0.82,0.885977777777778,0.844588888888889,0.815,0.82
61,20,0.9,TRUE,0.840922222222222,0.8668,0.871822222222222,0.866711111111111,0.921511111111111,0.9142,0.927622222222222,0.921911111111111,0.931988888888889,0.915022222222222,0.925677777777778
62,20,0.9,TRUE,0.840277777777778,0.846111111111111,0.875733333333333,0.838466666666667,0.944822222222222,0.910244444444444,0.87,0.943333333333333,0.906644444444444,0.86,0.869333333333333
63,20,0.9,TRUE,0.764477777777778,0.864222222222222,0.905022222222222,0.863955555555556,0.899533333333333,0.883222222222222,0.887288888888889,0.899333333333333,0.8872,0.880111111111111,0.886511111111111
64,20,0.9,TRUE,0.857733333333333,0.858355555555556,0.920711111111111,0.858088888888889,0.932711111111111,0.925766666666667,0.9237,0.929977777777778,0.926533333333333,0.914622222222222,0.922055555555556
65,20,0.9,TRUE,0.771511111111111,0.779422222222222,0.848111111111111,0.771911111111111,0.890377777777778,0.848544444444444,0.843666666666667,0.889555555555556,0.843955555555556,0.809,0.859288888888889
66,20,0.9,TRUE,0.778311111111111,0.902844444444444,0.901511111111111,0.9024,0.951244444444444,0.936577777777778,0.881855555555556,0.950844444444444,0.931566666666667,0.857955555555556,0.912622222222222
67,20,0.9,TRUE,0.875766666666667,0.893888888888889,0.888177777777778,0.893333333333333,0.957022222222222,0.928288888888889,0.931044444444444,0.956933333333333,0.932777777777778,0.9285,0.9313
68,20,0.9,TRUE,0.745,0.8658,0.855688888888889,0.864777777777778,0.895844444444444,0.877644444444444,0.883511111111111,0.893155555555556,0.888133333333333,0.862644444444444,0.869222222222222
69,20,0.9,TRUE,0.78,0.953466666666667,0.943022222222222,0.952933333333333,0.958733333333333,0.938155555555556,0.928111111111111,0.959244444444444,0.941977777777778,0.923811111111111,0.9357
70,20,0.9,TRUE,0.724233333333333,0.855844444444444,0.879,0.856088888888889,0.911377777777778,0.880577777777778,0.882244444444444,0.910044444444444,0.879244444444444,0.888933333333333,0.885466666666667
71,20,0.9,TRUE,0.725066666666667,0.751933333333333,0.881311111111111,0.721822222222222,0.917866666666667,0.892488888888889,0.817422222222222,0.917066666666667,0.884666666666667,0.8294,0.874866666666667
72,20,0.9,TRUE,0.74,0.877422222222222,0.916622222222222,0.876911111111111,0.920133333333333,0.886666666666667,0.884511111111111,0.919266666666667,0.905,0.8959,0.883055555555556
73,20,0.9,TRUE,0.793611111111111,0.896088888888889,0.913466666666667,0.895555555555556,0.944355555555556,0.944822222222222,0.944222222222222,0.944155555555556,0.949866666666667,0.948255555555556,0.944066666666667
74,20,0.9,TRUE,0.815,0.909088888888889,0.910088888888889,0.909311111111111,0.949133333333333,0.923977777777778,0.9145,0.947977777777778,0.923311111111111,0.920533333333333,0.923555555555556
75,20,0.9,TRUE,0.729222222222222,0.749155555555556,0.790177777777778,0.733577777777778,0.8416,0.810277777777778,0.763355555555556,0.839644444444444,0.815066666666667,0.8346,0.815866666666667
76,20,0.9,TRUE,0.868122222222222,0.888266666666667,0.901,0.888444444444444,0.936977777777778,0.907811111111111,0.915,0.937688888888889,0.913088888888889,0.919044444444444,0.915411111111111
77,20,0.9,TRUE,0.786911111111111,0.869666666666667,0.867333333333333,0.869422222222222,0.929777777777778,0.9004,0.907222222222222,0.930111111111111,0.910866666666667,0.907511111111111,0.900977777777778
78,20,0.9,TRUE,0.755,0.909622222222222,0.9322,0.909822222222222,0.942488888888889,0.910333333333333,0.912044444444444,0.944266666666667,0.913266666666667,0.888033333333333,0.885933333333333
79,20,0.9,TRUE,0.72,0.893066666666667,0.931888888888889,0.892955555555556,0.947244444444444,0.919677777777778,0.844611111111111,0.946488888888889,0.9239,0.82,0.902911111111111
80,20,0.9,TRUE,0.73,0.891866666666667,0.899488888888889,0.891533333333333,0.916466666666667,0.9032,0.91,0.916177777777778,0.904955555555556,0.901577777777778,0.903933333333333
81,20,0.9,TRUE,0.854355555555556,0.886866666666667,0.911733333333333,0.884155555555556,0.939333333333333,0.921866666666667,0.913622222222222,0.939,0.922555555555556,0.910644444444444,0.908377777777778
82,20,0.9,TRUE,0.821333333333333,0.830422222222222,0.923266666666667,0.808577777777778,0.945133333333333,0.895044444444444,0.877977777777778,0.944266666666667,0.882544444444444,0.853488888888889,0.868333333333333
83,20,0.9,TRUE,0.738,0.764333333333333,0.891488888888889,0.739844444444444,0.9022,0.910755555555556,0.886911111111111,0.902066666666667,0.908144444444444,0.815,0.825
84,20,0.9,TRUE,0.750133333333333,0.804933333333333,0.917666666666667,0.769933333333333,0.943133333333333,0.853288888888889,0.834177777777778,0.944511111111111,0.848755555555555,0.829577777777778,0.833788888888889
85,20,0.9,TRUE,0.75,0.894844444444444,0.919333333333333,0.895266666666667,0.922955555555556,0.896277777777778,0.903333333333333,0.9254,0.896377777777778,0.901955555555556,0.902988888888889
86,20,0.9,TRUE,0.8555,0.851711111111111,0.862266666666667,0.856222222222222,0.894222222222222,0.896044444444444,0.896577777777778,0.895022222222222,0.891266666666667,0.895088888888889,0.891466666666667
87,20,0.9,TRUE,0.725,0.844533333333333,0.880066666666667,0.843622222222222,0.900533333333333,0.892888888888889,0.866666666666667,0.899266666666667,0.896455555555556,0.8861,0.902844444444444
88,20,0.9,TRUE,0.7162,0.754511111111111,0.854488888888889,0.707377777777778,0.899222222222222,0.880622222222222,0.861066666666667,0.905133333333333,0.878911111111111,0.843377777777778,0.884177777777778
89,20,0.9,TRUE,0.732055555555556,0.725577777777778,0.891,0.719444444444444,0.937,0.9284,0.925066666666667,0.935244444444444,0.925777777777778,0.920366666666667,0.922477777777778
90,20,0.9,TRUE,0.76,0.859733333333333,0.8722,0.858777777777778,0.887866666666667,0.885688888888889,0.880388888888889,0.887244444444444,0.888888888888889,0.893188888888889,0.8888
91,20,0.9,TRUE,0.725,0.909088888888889,0.903711111111111,0.907644444444444,0.946644444444444,0.935566666666667,0.928644444444444,0.947266666666667,0.950511111111111,0.9254,0.932244444444444
92,20,0.9,TRUE,0.71,0.906244444444444,0.914577777777778,0.905222222222222,0.9274,0.925733333333333,0.925355555555556,0.925777777777778,0.920922222222222,0.922111111111111,0.923166666666667
93,20,0.9,TRUE,0.723866666666667,0.747022222222222,0.869377777777778,0.715066666666667,0.873488888888889,0.843422222222222,0.832511111111111,0.873044444444444,0.847466666666667,0.843288888888889,0.837533333333333
94,20,0.9,TRUE,0.814322222222222,0.841911111111111,0.916377777777778,0.815911111111111,0.936133333333333,0.928133333333333,0.903488888888889,0.935888888888889,0.913944444444444,0.930011111111111,0.928244444444444
95,20,0.9,TRUE,0.898011111111111,0.915022222222222,0.911844444444444,0.914333333333333,0.930377777777778,0.901688888888889,0.8396,0.929711111111111,0.895777777777778,0.892122222222222,0.906533333333333
96,20,0.9,TRUE,0.841755555555556,0.872288888888889,0.884955555555556,0.872155555555556,0.919511111111111,0.916088888888889,0.898177777777778,0.916711111111111,0.914844444444444,0.875777777777778,0.893333333333333
97,20,0.9,TRUE,0.7882,0.823333333333333,0.895755555555556,0.792088888888889,0.923044444444444,0.885088888888889,0.886755555555556,0.920711111111111,0.888588888888889,0.868344444444444,0.873111111111111
98,20,0.9,TRUE,0.755,0.935466666666667,0.938511111111111,0.933711111111111,0.942422222222222,0.925711111111111,0.923844444444444,0.943666666666667,0.916088888888889,0.902255555555556,0.927366666666667
99,20,0.9,TRUE,0.818111111111111,0.805911111111111,0.848488888888889,0.806222222222222,0.902755555555556,0.891355555555556,0.8475,0.909488888888889,0.919933333333333,0.842444444444444,0.856777777777778
100,20,0.9,TRUE,0.755,0.883555555555556,0.922466666666667,0.882733333333333,0.938888888888889,0.937688888888889,0.936733333333333,0.937422222222222,0.931244444444444,0.932055555555556,0.930844444444444
1,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
